"attracts","care_level","cycle","cones","cuisine","drought_tolerant","edible_fruit","edible_leaf","flowers","flower_color","flowering_season","fruits","fruit_color","growth_rate","hardiness_min","hardiness_max","harvest_season","indoor","invasive","leaf","leaf_color","maintenance","medicinal","origin","pest_susceptibility","poisonous_to_humans","poisonous_to_pets","propagation","pruning_month","salt_tolerant","seeds","soil","sunlight","thorny","tropical","type","watering","watering_period","id"
"[""Bees""]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Yellow","Spring","TRUE","Dark blue","Moderate","8","12","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""United States"",""Bahamas""]","[]","0","0","[""Seed Propagation"",""Cutting""]","February","TRUE","1","[""Well-drained"",""Sandy"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","TRUE","Shrub","Minimum","Morning","forestiera_segregata"
"[""Birds""]","Medium","Perennial","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","Yellow-green","Spring","TRUE","Red","Moderate","9","12","Summer","FALSE","TRUE","TRUE","Green","Moderate","TRUE","[""South Africa"",""Mozambique""]","[]","0","0","[""Seed Propagation"",""Cutting""]","August","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","TRUE","Tree","Average","Morning","harpephyllum_caffrum"
"[""Bees"",""Butterflies""]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Yellow","Spring","TRUE","Green","Moderate","4","8","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""North America""]","[]","1","1","[""Seed Propagation"",""Division""]","August","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Herbaceous perennial","Average","Morning","ranunculus_hispidus"
"[""Bees"",""Butterflies""]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","White","Summer","TRUE","Green","Moderate","3","7","","FALSE","FALSE","TRUE","Green","Low","TRUE","[""North America""]","[]","1","1","[""Seed Propagation""]","October","FALSE","1","[""Well-drained""]","[""Part shade"",""Filtered shade""]","FALSE","FALSE","Wildflower","Average","Morning","anemone_virginiana"
"[]","Easy","Biennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Yellow","Spring","TRUE","","Moderate","3","8","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""North America""]","[]","0","0","[""Seed Propagation""]","March","FALSE","1","[""Well-drained"",""Loamy""]","[""Part shade"",""Filtered shade""]","FALSE","FALSE","Herb","Average","Morning","ranunculus_abortivus"
"[""Bees"",""Butterflies"",""Birds""]","Medium","Perennial","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","White","Spring","TRUE","Blue","Moderate","6","9","Summer","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""United States""]","[""Fungal leaf spot"",""Aphids""]","0","0","[""Seed Propagation"",""Cutting""]","March","FALSE","1","[""Acidic"",""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Shrub","Average","Morning","vaccinium_elliottii"
"[]","Easy","Annual","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Purple","Summer","FALSE","","Moderate","5","9","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""Asia""]","[]","0","0","[""Seed Propagation""]","September","FALSE","0","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Herb","Average","Morning","mazus_pumilus"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Yellow","Spring","TRUE","Green","Moderate","4","9","Spring","FALSE","TRUE","TRUE","Green","Moderate","TRUE","[""North America""]","[]","0","0","[""Seed Propagation""]","September","FALSE","1","[""Moist"",""Well-drained"",""Rich""]","[""Part shade"",""Full shade""]","FALSE","FALSE","Herbaceous perennial","Average","Morning","stylophorum_diphyllum"
"[]","Medium","Perennial","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","","","FALSE","","Low","7","10","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""Chile"",""Argentina""]","[]","1","1","[""Seed Propagation""]","July","TRUE","1","[""Well-drained"",""Sandy"",""Loamy""]","[""Full sun""]","FALSE","FALSE","Tree","Average","Morning","araucaria_araucana"
"[]","Easy","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","White","Spring","FALSE","","Moderate","3","8","","FALSE","FALSE","TRUE","Green","Low","TRUE","[""North America""]","[]","0","0","[""Seed Propagation""]","October","FALSE","1","[""Well-drained"",""Loamy"",""Moist""]","[""Part shade"",""Full shade""]","FALSE","FALSE","Herbaceous perennial","Average","Morning","anemone_quinquefolia"
"[]","Medium","Annual","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","White","Summer","FALSE","","High","9","11","","FALSE","TRUE","TRUE","Green","High","FALSE","[""Tropical America""]","[]","1","1","[""Seed Propagation""]","March","FALSE","1","[""Well-drained""]","[""Full sun""]","FALSE","TRUE","Weed","Minimum","Morning","parthenium_hysterophorus"
"[]","Medium","Perennial","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","","","FALSE","","Low","6","11","Summer","TRUE","FALSE","FALSE","","Moderate","FALSE","[""Pacific Ocean""]","[]","0","0","[""Cutting""]","May","TRUE","0","[""Well-drained""]","[""Filtered shade""]","FALSE","FALSE","Aquatic","Average","Morning","corallina_vancouveriensis"
"[]","Easy","Herbaceous","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Yellow","Summer","FALSE","","Moderate","7","10","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""North America""]","[]","1","1","[""Seed Propagation""]","January","TRUE","1","[""Well-drained"",""Sandy""]","[""Full sun""]","TRUE","FALSE","Herb","Minimum","Morning","argemone_pleiacantha"
"[""Bees""]","Easy","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Pink","Spring","FALSE","","Moderate","8","10","","FALSE","TRUE","TRUE","Green","Low","FALSE","[""Southern United States"",""Florida"",""Southeastern United States""]","[]","0","0","[""Seed Propagation"",""Cutting""]","March","FALSE","1","[""Well-drained"",""Sandy"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Herb","Average","Morning","stachys_floridana"
"[""Bees"",""Butterflies""]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Blue","Spring","TRUE","Brown","Moderate","8","11","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""Florida"",""West Indies"",""Central America""]","[]","0","0","[""Seed Propagation"",""Cutting""]","March","TRUE","1","[""Well-drained"",""Loamy"",""Sandy Soil""]","[""Full sun"",""Part shade""]","FALSE","TRUE","Herb","Average","Morning","salvia_misella"
"[""Bees"",""Butterflies""]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Red","Spring","TRUE","Brown","Moderate","4","9","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""United States""]","[""Fungal leaf spot""]","0","1","[""Seed Propagation"",""Cutting""]","March","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Shrub","Average","Morning","calycanthus_floridus"
"[]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","White","Spring","FALSE","","Moderate","10","12","","TRUE","FALSE","TRUE","Green","Low","FALSE","[""Southeast Asia"",""India""]","[""Spider mites"",""Mealybugs"",""Scale insects""]","0","1","[""Cutting"",""Air Layering Propagation""]","April","TRUE","0","[""Well-drained"",""Loamy"",""Sandy""]","[""Bright indirect light"",""Partial shade""]","FALSE","TRUE","Tree","Average","Morning","ficus_elastica"
"[]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","White","Summer","FALSE","","Moderate","10","12","","TRUE","FALSE","TRUE","Green","Low","FALSE","[""Madagascar"",""Mauritius""]","[""Spider mites"",""Mealybugs"",""Thrips""]","1","1","[""Cutting""]","May","FALSE","1","[""Well-drained"",""Loamy""]","[""Filtered shade"",""Part shade""]","FALSE","TRUE","Shrub","Average","Afternoon","dracaena_reflexa"
"[]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","White","Spring","FALSE","","Moderate","10","11","","TRUE","FALSE","TRUE","Green","Low","FALSE","[""Tropical Africa""]","[""Spider mites"",""Mealybugs"",""Scale insects""]","1","1","[""Cutting""]","March","FALSE","0","[""Well-drained"",""Loamy""]","[""Filtered shade"",""Part shade""]","FALSE","TRUE","Shrub","Average","Morning","dracaena_fragrans"
"[""bees"",""butterflies""]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Violet","Spring","TRUE","Brown","Moderate","4","7","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""United States"",""Canada""]","[""Fungal leaf spot"",""Mildew""]","0","0","[""Seed Propagation"",""Division""]","July","FALSE","1","[""Well-drained"",""Loamy"",""Acidic""]","[""Part shade""]","FALSE","FALSE","Wildflower","Minimum","Morning","viola_rostrata"
"[""Bees"",""Butterflies""]","Easy","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Blue","Spring","FALSE","","Moderate","3","9","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""United States""]","[""Rust""]","0","0","[""Seed Propagation"",""Cutting""]","June","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Herbaceous perennial","Average","Morning","amsonia_tabernaemontana"
"[""Bees""]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","White","Autumn","FALSE","","Moderate","7","9","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""Japan""]","[""Mildew"",""Canker""]","1","1","[""Seed Propagation"",""Cutting""]","March","FALSE","1","[""Acidic"",""Well-drained""]","[""Part shade"",""Filtered shade""]","FALSE","FALSE","Shrub","Average","Morning","camellia_sasanqua"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","White, Pink, Purple, Green","Spring","FALSE","","Moderate","4","9","","FALSE","FALSE","TRUE","Dark green","Moderate","FALSE","[""Turkey"",""Greece"",""Bulgaria""]","[""Fungal leaf spot""]","1","1","[""Seed Propagation"",""Division""]","April","FALSE","1","[""Well-drained"",""Loamy"",""Chalky"",""Clay""]","[""Partial shade"",""Full shade""]","FALSE","FALSE","Herbaceous perennial","Average","Morning","helleborus_orientalis"
"[""Bees""]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","White","Summer","FALSE","","Moderate","6","9","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""North America""]","[""Fungal leaf spot""]","0","0","[""Cutting"",""Seed Propagation""]","October","FALSE","1","[""Well-drained"",""Acidic""]","[""Part shade""]","FALSE","FALSE","Shrub","Average","Morning","elliottia_pyroliflora"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","White","Summer","TRUE","","Moderate","4","6","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""Canada"",""United States""]","[""Fungal leaf spot"",""Powdery mildew""]","0","0","[""Seed Propagation""]","March","FALSE","1","[""Well-drained"",""Acidic""]","[""Part shade"",""Full shade""]","FALSE","FALSE","Shrub","Average","Morning","rhododendron_albiflorum"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Pink","Summer","TRUE","Brown","Low","3","7","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""North America""]","[]","0","0","[""Seed Propagation"",""Cutting""]","July","FALSE","1","[""Well-drained"",""Acidic""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Shrub","Average","Morning","phyllodoce_glanduliflora"
"[""Bees"",""Birds""]","Medium","Perennial","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","Pink","Spring","TRUE","Red","Moderate","3","7","Autumn","FALSE","FALSE","TRUE","Green","Moderate","TRUE","[""Northern Hemisphere""]","[""Fungal leaf spot""]","0","0","[""Seed Propagation"",""Cutting""]","March","FALSE","1","[""Acidic"",""Well-drained"",""Peaty""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Shrub","Average","Morning","vaccinium_oxycoccos"
"[""Bees"",""Butterflies"",""Birds""]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Purple","Summer","TRUE","Brown","Moderate","5","9","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""United States"",""Mexico"",""Central America""]","[]","0","0","[""Seed Propagation""]","March","TRUE","1","[""Well-drained"",""Loamy"",""Sandy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Grass","Average","Morning","tripsacum_dactyloides"
"[""Bees"",""Butterflies"",""Birds""]","Medium","Annual","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Yellow","Summer","FALSE","","High","6","10","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""United States""]","[""Aphids"",""Powdery mildew""]","0","0","[""Seed Propagation""]","October","TRUE","1","[""Well-drained"",""Sandy"",""Loamy""]","[""Full sun""]","FALSE","FALSE","Flower","Minimum","Morning","helianthus_debilis"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Orange","Spring","TRUE","Brown","High","10","11","","FALSE","TRUE","TRUE","Green","Moderate","FALSE","[""Africa""]","[""Fungal leaf spot""]","0","1","[""Seed Propagation"",""Cutting""]","June","FALSE","1","[""Well-drained""]","[""Full sun""]","FALSE","TRUE","Tree","Average","Morning","spathodea_campanulata"
"[""Bees"",""Butterflies"",""Birds""]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Blue","Summer","FALSE","","Moderate","9","11","","FALSE","TRUE","TRUE","Green","Low","TRUE","[""Central America"",""South America""]","[]","0","0","[""Cutting"",""Seed Propagation""]","September","FALSE","1","[""Well-drained"",""Loamy"",""Sandy""]","[""Full sun"",""Part shade""]","FALSE","TRUE","Shrub","Minimum","Morning","stachytarpheta_cayennensis"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Light purple","Summer","TRUE","Green","Moderate","7","11","","FALSE","FALSE","TRUE","Green","Moderate","TRUE","[""Southern Eastern United States""]","[]","0","0","[""Seed Propagation""]","August","TRUE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Herb","Average","Morning","elephantopus_elatus"
"[""Butterflies""]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","White","Summer","FALSE","","Moderate","7","10","","FALSE","FALSE","TRUE","Gray-green","Low","FALSE","[""United States""]","[""Aphids""]","0","0","[""Seed Propagation""]","January","TRUE","1","[""Well-drained"",""Sandy""]","[""Full sun""]","FALSE","FALSE","Wildflower","Average","Morning","eriogonum_tomentosum"
"[""Bees"",""Butterflies""]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","White","Summer","FALSE","","Moderate","4","9","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""United States""]","[""Leaf spot""]","0","0","[""Seed Propagation"",""Cutting""]","June","TRUE","1","[""Well-drained"",""Sandy"",""Rocky""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Herbaceous perennial","Average","Morning","penstemon_multiflorus"
"[""Bees"",""Butterflies""]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Purple","Summer","FALSE","","Moderate","4","8","","FALSE","TRUE","TRUE","Green","Low","TRUE","[""Europe""]","[]","0","0","[""Seed Propagation""]","March","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Wildflower","Average","Morning","centaurea_nigra"
"[""Bees"",""Butterflies""]","Medium","Perennial","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","Red","Summer","FALSE","","Moderate","10","11","","FALSE","FALSE","TRUE","Green","Moderate","TRUE","[""Malaysia"",""Indonesia""]","[""Spider mites"",""Aphids""]","0","0","[""Rhizome division"",""Seed Propagation""]","May","TRUE","1","[""Well-drained"",""Fertile""]","[""Full sun"",""Partial sun""]","FALSE","TRUE","Flower","Frequent","Morning","etlingera_elatior"
"[""Bees"",""Butterflies""]","Medium","Perennial","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","White","Summer","TRUE","Black","Moderate","8","11","Summer","FALSE","TRUE","TRUE","Green","Moderate","TRUE","[""Asia""]","[""Fungal leaf spot"",""Root rot""]","0","0","[""Seed Propagation"",""Cutting""]","March","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","TRUE","Climber","Average","Morning","paederia_foetida"
"[""Butterflies"",""Bees""]","Easy","Perennial","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","Orange","Summer","FALSE","","Moderate","3","9","","FALSE","TRUE","TRUE","Green","Low","TRUE","[""Asia""]","[""Fungal leaf spot"",""Spider mites"",""Aphids""]","0","1","[""Division"",""Seed Propagation""]","September","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Herbaceous perennial","Average","Morning","hemerocallis_fulva"
"[""Bees""]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Pink","Summer","FALSE","","High","9","11","","FALSE","TRUE","TRUE","Green","Moderate","TRUE","[""South America""]","[]","0","0","[""Seed Propagation""]","March","TRUE","1","[""Well-drained"",""Acidic""]","[""Full sun"",""Part shade""]","TRUE","TRUE","Shrub","Average","Morning","mimosa_diplotricha"
"[""Pollinators""]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Violet","Summer","FALSE","","Moderate","5","8","","FALSE","TRUE","TRUE","Green","Moderate","FALSE","[""China"",""India""]","[""Aphids"",""Japanese beetles""]","0","0","[""Cutting"",""Seed Propagation""]","March","FALSE","1","[""Loamy"",""Well-drained""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Shrub","Average","Morning","hibiscus_syriacus"
"[""Bees"",""Butterflies""]","Medium","Annual","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","White","Spring","TRUE","","Moderate","6","10","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""North America""]","[""Fungal leaf spot"",""Miltonia""]","0","0","[""Seed Propagation""]","July","TRUE","1","[""Well-drained"",""Loamy""]","[""Full sun""]","FALSE","FALSE","Herb","Average","Morning","lactuca_graminifolia"
"[""Birds""]","Medium","Perennial","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","","","FALSE","","Moderate","7","11","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""United States""]","[]","0","0","[""Seed Propagation""]","March","TRUE","1","[""Sandy"",""Well-drained""]","[""Full sun""]","FALSE","FALSE","Tree","Minimum","Morning","pinus_clausa"
"[""Butterflies""]","Easy","Perennial","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","Purple","Spring","TRUE","Black","Moderate","8","11","Spring","FALSE","FALSE","TRUE","Green","Low","TRUE","[""Florida""]","[""Fungal leaf spot""]","0","0","[""Cutting"",""Seed Propagation""]","April","TRUE","1","[""Well-drained"",""Sandy""]","[""Full sun""]","FALSE","FALSE","Shrub","Minimum","Morning","piloblephis_rigida"
"[]","Medium","Annual","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Yellow","Summer","FALSE","","Moderate","6","9","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""North America""]","[""Fungal leaf spot""]","1","1","[""Seed Propagation""]","July","FALSE","1","[""Well-drained"",""Loamy"",""Sandy""]","[""Full sun""]","FALSE","FALSE","Flower","Average","Morning","senecio_ampullaceus"
"[]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","White","Summer","TRUE","Black","Moderate","10","12","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""Tropical Pacific regions""]","[]","0","0","[""Seed Propagation"",""Cutting""]","June","TRUE","1","[""Well-drained"",""Sandy""]","[""Full sun"",""Part shade""]","FALSE","TRUE","Shrub","Minimum","Morning","scaevola_plumieri"
